tournament,timestamp,date_GMT,status,stadium_name,attendance,home_team_name,away_team_name,referee,Game Week,home_team_pre_match_ppg,away_team_pre_match_ppg,home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,home_team_xg,away_team_xg
UEFA Nations League,1602701100,Oct 14 2020 - 6:45pm,complete,EstÃ¡dio JosÃ© Alvalade (Lisboa),,Portugal,Sweden,SrÄ‘an JovanoviÄ‡,4,2.33,0,2.17,0.5,3,0,3,2,2,0,21;44;72,,6,9,2,0,4,0,0,2,1,3,12,10,4,5,8,5,12,17,42,58,1.36,1.31
UEFA Nations League,1602701100,Oct 14 2020 - 6:45pm,complete,Ullevaal Stadion (Oslo),,Norway,Northern Ireland,Kristo Tohver,4,2,0.33,1.67,0.33,1,0,1,0,0,0,67,,9,3,2,0,0,0,0,2,0,0,10,7,5,5,5,2,15,9,63,37,1.57,1.01
UEFA Nations League,1602701100,Oct 14 2020 - 6:45pm,complete,Stadionul Ilie OanÄƒ (PloieÅŸti),,Romania,Austria,Daniel Stefanski,4,1.33,2,1.33,2.17,0,1,1,0,0,0,,75,3,3,2,0,4,0,1,1,1,3,9,5,4,2,5,3,8,12,47,53,1.16,0.79
UEFA Nations League,1602701100,Oct 14 2020 - 6:45pm,complete,Hampden Park (Glasgow),,Scotland,Czech Republic,Felix Zwayer,4,2.33,2,1.67,2,1,0,1,1,1,0,6,,1,12,2,0,1,0,0,2,1,0,4,15,0,6,4,9,7,9,36,64,0.48,2.07
UEFA Nations League,1602701100,Oct 14 2020 - 6:45pm,complete,City Arena Trnava (Trnava),,Slovakia,Israel,Alejandro JosÃ© HernÃ¡ndez HernÃ¡ndez,4,0.33,0.67,0.67,1.33,2,3,5,2,2,0,16;38,68;76;89,5,3,1,0,1,0,1,0,0,1,7,17,5,7,2,10,10,11,49,51,1.15,1.93
UEFA Nations League,1602701100,Oct 14 2020 - 6:45pm,complete,VTB Arena (Moskva),,Russia,Hungary,Michael Oliver,4,2.33,2,1.33,1.83,0,0,0,0,0,0,,,5,1,2,0,3,0,1,1,1,2,6,4,2,0,4,4,16,16,60,40,1.1,0.47
UEFA Nations League,1602701100,Oct 14 2020 - 6:45pm,complete,TÃ¼rk Telekom Stadyumu (Ä°stanbul),,Turkey,Serbia,Georgi Kabakov,4,0.67,0.33,1,1,2,2,4,1,0,1,56;76,21;49,3,9,2,1,3,0,2,1,1,2,11,13,7,6,4,7,14,12,48,52,1.41,1.56
UEFA Nations League,1602701100,Oct 14 2020 - 6:45pm,complete,Stadion Vasil Levski (Sofia),,Bulgaria,Wales,Æliyar AÄŸayev,4,0.33,2.33,0.33,2.67,0,1,1,0,0,0,,85,4,7,3,0,4,0,0,3,1,3,4,14,0,7,4,7,14,16,53,47,0.54,1.65
UEFA Nations League,1602701100,Oct 14 2020 - 6:45pm,complete,A. Le Coq Arena (Tallinn),,Estonia,Armenia,Luis Miguel Branco Godinho,4,0.33,1.33,0.5,1.83,1,1,2,2,1,1,13,8,7,4,3,0,1,0,0,3,0,1,5,5,2,2,3,3,17,9,53,47,1,0.67
UEFA Nations League,1602701100,Oct 14 2020 - 6:45pm,complete,ToÅ¡e Proeski Arena (Skopje),,North Macedonia,Georgia,Bartosz Frankowski,4,1.67,1.67,1.5,1.17,1,1,2,0,0,0,90+3,74,5,2,1,1,2,0,0,2,0,2,7,7,6,4,1,3,14,21,49,51,1.18,1.01
UEFA Nations League,1602701100,Oct 14 2020 - 6:45pm,complete,Olympiako Stadio Spyros Louis (AthÃ­na (Athens)),,Greece,Kosovo,Roei Reinshreiber,4,2.33,0.33,2,0.83,0,0,0,0,0,0,,,5,3,2,0,3,1,1,1,1,3,13,4,4,3,9,1,11,13,66,34,1.66,0.65
UEFA Nations League,1602701100,Oct 14 2020 - 6:45pm,complete,Stadionul Zimbru (ChiÅŸinÄƒu),,Moldova,Slovenia,JoÃ£o Pedro Silva Pinheiro,4,0.33,2.33,0.17,2.33,0,4,4,3,0,3,,8;37;42;55,4,4,2,0,1,0,1,1,1,0,7,10,5,6,2,4,6,21,40,60,1.03,1.29
UEFA Nations League,1602701100,Oct 14 2020 - 6:45pm,complete,Stadyen Dynama (Minsk),,Belarus,Kazakhstan,Aleksandar Stavrev,4,1.33,1.33,1.67,0.67,2,0,2,1,1,0,36;90+3,,5,3,0,0,1,0,0,0,1,0,7,8,4,4,3,4,11,19,46,54,1.04,1.09
Friendly,1603371600,Oct 22 2020 - 1:00pm,complete,Addis Ababa Stadium (Addis Abeba),,Ethiopia,Zambia,,,0,2,0,2.4,2,3,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1603630800,Oct 25 2020 - 1:00pm,complete,Addis Ababa Stadium (Addis Abeba),,Ethiopia,Zambia,,,0,2.25,0,2.4,1,3,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1604763000,Nov 07 2020 - 3:30pm,complete,Zabeel Stadium (Dubayy (Dubai)),,Bahrain,Tajikistan,,,0,0,3,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1605105900,Nov 11 2020 - 2:45pm,complete,Stadio Georgios Kamaras (AthÃ­na (Athens)),,Greece,Cyprus,Harm Osmers,,0,0,1.5,0,2,1,3,2,2,0,8;18,58,5,6,1,0,2,0,0,1,1,1,21,11,10,3,11,8,16,11,59,41,2.53,1.31
Friendly,1605106800,Nov 11 2020 - 3:00pm,complete,Elbasan Arena (Elbasan),,Albania,Kosovo,HÃ¼seyin GÃ¶Ã§ek,,0,0,3,0,2,1,3,1,1,0,31;65,85,2,4,2,0,0,0,0,2,0,0,9,8,4,3,5,5,16,21,47,53,1.19,1.17
African Cup of Nations Qualifiers,1605110400,Nov 11 2020 - 4:00pm,complete,,,Mauritania,Burundi,,3,2,0,1.5,0.83,1,1,2,1,1,0,30,79,6,5,0,0,0,0,0,0,0,0,11,7,3,4,8,3,11,25,62,38,1.35,1.13
African Cup of Nations Qualifiers,1605110400,Nov 11 2020 - 4:00pm,complete,Moi International Sports Centre,,Kenya,Comoros,,3,1,2,1.17,1.5,1,1,2,1,0,1,65,26,4,3,,,,,,,,,25,4,7,3,18,1,,,45,55,2.39,0.56
African Cup of Nations Qualifiers,1605110400,Nov 11 2020 - 4:00pm,complete,,,Senegal,Guinea-Bissau,,3,3,1.5,2.33,1.5,2,0,2,1,1,0,44;74,,7,3,0,0,0,0,0,0,0,0,12,5,5,3,7,2,24,32,62,38,1.67,0.87
African Cup of Nations Qualifiers,1605110400,Nov 11 2020 - 4:00pm,complete,Stade du 28 Septembre,,Guinea,Chad,,3,2,0.75,1.83,0.5,1,0,1,1,1,0,45,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1605114000,Nov 11 2020 - 5:00pm,complete,Ta'Qali National Stadium (Ta'Qali),,Malta,Liechtenstein,Manfredas LukjanÄukas,,3,3,3,1.5,3,0,3,2,2,0,5;20;84,,4,2,2,0,3,0,0,2,1,2,8,5,6,2,2,3,16,11,54,46,1.4,0.95
Friendly,1605114000,Nov 11 2020 - 5:00pm,complete,Stadio Olimpico di Serravalle (Serravalle),,San Marino,Latvia,Fabio Maresca,,0,1,0,2,0,3,3,1,0,1,,32;71;78,1,9,1,0,2,0,1,0,2,0,2,18,0,9,2,9,,,27,73,0.41,2.43
Friendly,1605114000,Nov 11 2020 - 5:00pm,complete,Stadion Pod Goricom (Podgorica),,Montenegro,Kazakhstan,Dimitar Mechkarovski,,1,0,1,1,0,0,0,0,0,0,,,5,3,0,0,3,0,0,0,1,2,11,6,4,4,7,2,9,20,58,42,1.33,0.87
Friendly,1605114000,Nov 11 2020 - 5:00pm,complete,Vilniaus LFF stadionas (Vilnius),,Lithuania,Faroe Islands,Aleksandrs Anufrijevs,,3,0,3,0,2,1,3,2,2,0,42;45+1,90+2,2,4,0,0,2,0,0,0,2,0,9,8,4,4,5,4,16,16,51,49,1.29,1.3
Friendly,1605114000,Nov 11 2020 - 5:00pm,complete,Stadionul Ilie OanÄƒ (PloieÅŸti),,Romania,Belarus,Georgi Kabakov,,0,3,3,2,5,3,8,4,4,0,11;20;31;44;55,63;80;90+2,10,5,2,0,2,0,0,2,1,1,20,11,9,9,11,2,17,15,59,41,2.4,1.7
Friendly,1605115800,Nov 11 2020 - 5:30pm,complete,Stadion Vasil Levski (Sofia),,Bulgaria,Gibraltar,,,0,0,1.5,0,3,0,3,3,3,0,6;15;45,,8,0,0,0,2,0,0,0,0,2,12,3,6,2,6,1,10,12,75,25,2.04,0.46
Friendly,1605116700,Nov 11 2020 - 5:45pm,complete,Vodafone Park (Ä°stanbul),,Turkey,Croatia,Slavko VinÄiÄ‡,,1,3,1,2,3,3,6,3,2,1,23;40;58,32;53;56,0,2,1,0,1,0,1,0,0,1,12,10,6,5,6,5,13,14,46,54,1.44,1.29
Friendly,1605119400,Nov 11 2020 - 6:30pm,complete,BrÃ¸ndby Stadion (BrÃ¸ndby),,Denmark,Sweden,Espen EskÃ¥s,,3,3,3,1.5,2,0,2,0,0,0,61;74,,6,2,2,0,2,0,0,2,0,2,13,6,5,2,8,4,10,16,59,41,1.72,0.84
African Cup of Nations Qualifiers,1605121200,Nov 11 2020 - 7:00pm,complete,Stade Olympique de RadÃ¨s,,Libya,Equatorial Guinea,,3,1.5,0,0.5,1.5,2,3,5,1,0,1,55;58,33;90+1;90+4,3,2,0,0,0,0,0,0,0,0,14,12,7,7,7,5,16,15,49,51,1.84,1.74
Friendly,1605123000,Nov 11 2020 - 7:30pm,complete,Stade Josy Barthel (LÃ«tzebuerg (Luxembourg)),,Luxembourg,Austria,Amaury Delerue,,0,3,0,3,0,3,3,0,0,0,,61;83;90+3,4,8,3,0,2,0,1,2,1,1,2,15,0,8,2,7,11,10,45,55,0.31,1.96
Friendly,1605123900,Nov 11 2020 - 7:45pm,complete,Johan Cruijff Arena (Amsterdam),,Netherlands,Spain,Davide Massa,,0,1,0.5,1,1,1,2,1,0,1,47,18,4,7,1,0,2,0,0,1,0,2,7,12,5,5,2,7,15,13,49,51,1.27,1.6
Friendly,1605123900,Nov 11 2020 - 7:45pm,complete,Red Bull Arena (Leipzig),,Germany,Czech Republic,Andris Treimanis,,1,3,2,1.5,1,0,1,1,1,0,13,,3,3,0,0,1,0,0,0,0,1,15,15,9,6,6,9,5,13,55,45,2.23,1.83
Friendly,1605123900,Nov 11 2020 - 7:45pm,complete,King Power at Den Dreef Stadion (Heverlee),,Belgium,Switzerland,JÃ©rÃ´me Brisard,,1,0,2,0,2,1,3,1,0,1,49;70,12,3,4,1,0,0,0,0,1,0,0,7,10,3,5,4,5,15,14,45,55,1.1,1.58
Friendly,1605123900,Nov 11 2020 - 7:45pm,complete,Stadio Artemio Franchi (Firenze),,Italy,Estonia,Rade ObrenoviÄ‡,,3,0,3,0,4,0,4,2,2,0,14;27;75;86,,7,4,1,0,2,0,1,0,0,2,14,7,8,0,6,7,9,8,65,35,2.01,0.73
Friendly,1605123900,Nov 11 2020 - 7:45pm,complete,EstÃ¡dio do Sport Lisboa e Benfica (da Luz) (Lisboa),,Portugal,Andorra,Alain Bieri,,1,0,2,0,7,0,7,2,2,0,8;29;56;61;76;85;88,,14,0,0,0,0,0,0,0,0,0,26,0,16,0,10,0,7,9,68,32,3.37,0.11
Friendly,1605123900,Nov 11 2020 - 7:45pm,complete,Stadion StoÅ¾ice (Ljubljana),,Slovenia,Azerbaijan,Ferenc KarakÃ³,,3,0,2,1,0,0,0,0,0,0,,,7,1,0,0,2,0,0,0,0,2,7,2,6,0,1,2,14,19,58,42,1.25,0.27
Friendly,1605123900,Nov 11 2020 - 7:45pm,complete,Stadion ÅšlÄ…ski (ChorzÃ³w),,Poland,Ukraine,Manuel SchÃ¼ttengruber,,3,0,3,0,2,0,2,1,1,0,40;63,,3,5,1,0,1,0,1,0,0,1,9,15,5,8,4,7,16,11,42,58,1.3,1.97
Friendly,1605125400,Nov 11 2020 - 8:10pm,complete,Stade de France (Saint-Denis),,France,Finland,Nikola Popov,,3,0,1.5,1.5,0,2,2,2,0,2,,28;31,9,5,0,0,0,0,0,0,0,0,19,6,4,3,15,3,13,6,74,26,2.28,0.91
African Cup of Nations Qualifiers,1605186000,Nov 12 2020 - 1:00pm,complete,St. Mary's Stadium,,Uganda,South Sudan,,3,2,1.5,1.33,1.13,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1605189600,Nov 12 2020 - 2:00pm,complete,Zabeel Stadium (Dubayy (Dubai)),,UAE,Tajikistan,Ammar Ashkanani,,0,0,1,0,3,2,5,3,1,2,29;63;90+3,10;20,6,3,0,0,3,0,0,0,3,0,21,4,10,4,11,0,9,11,50,50,2.64,0.81
Friendly,1605189600,Nov 12 2020 - 2:00pm,complete,Police Officers Club Stadium (Dubayy (Dubai)),,Lebanon,Bahrain,,,0,3,0,3,1,3,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1605193200,Nov 12 2020 - 3:00pm,complete,The Sevens Stadium (Dubayy (Dubai)),,Jordan,Iraq,,,0,0,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1605196800,Nov 12 2020 - 4:00pm,complete,Sharjah Stadium (Al Sharjah (Sharjah)),,Uzbekistan,Syria,,,1.5,0,1,1.5,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1605196800,Nov 12 2020 - 4:00pm,complete,Cape Coast Sports Stadium,,Ghana,Sudan,,3,3,1.5,2.17,2,2,0,2,1,1,0,19;81,,5,3,0,0,0,0,0,0,0,0,12,5,5,2,7,3,8,19,59,41,1.55,0.85
African Cup of Nations Qualifiers,1605196800,Nov 12 2020 - 4:00pm,complete,Stade de la RÃ©unification,,Cameroon,Mozambique,,3,2,2,1.83,0.67,4,1,5,1,1,0,38;47;58;81,74,7,3,0,0,0,0,0,0,0,0,24,11,13,4,11,7,18,13,57,43,3.03,1.27
African Cup of Nations Qualifiers,1605196800,Nov 12 2020 - 4:00pm,complete,EstÃ¡dio Nacional de Cabo Verde,,Cape Verde Islands,Rwanda,,3,1,0,1.67,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1605196800,Nov 12 2020 - 4:00pm,complete,Stade Robert Champroux,,Ivory Coast,Madagascar,,3,1.5,3,2.17,1.33,2,1,3,0,0,0,48;55,59,1,2,0,0,0,0,0,0,0,0,9,8,4,3,5,5,25,12,44,56,1.25,1
African Cup of Nations Qualifiers,1605196800,Nov 12 2020 - 4:00pm,complete,National Heroes Stadium,,Zambia,Botswana,,3,0,0.5,1.17,0.67,2,1,3,2,1,1,45+2;66,45,13,2,,,,,,,,,12,2,5,2,7,0,,,50,50,1.6,0.44
African Cup of Nations Qualifiers,1605196800,Nov 12 2020 - 4:00pm,complete,Stade Alphonse Massamba-DÃ©bat,,Etoile du Congo,Swaziland,,3,1.5,0,1.33,0.33,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1605200400,Nov 12 2020 - 5:00pm,complete,Stadionul Zimbru (ChiÅŸinÄƒu),,Moldova,Russia,Radu Petrescu,,0,0,0.5,0.5,0,0,0,0,0,0,,,1,7,2,0,1,0,1,1,0,1,2,9,0,0,2,9,13,12,36,64,0.44,1.16
Friendly,1605200400,Nov 12 2020 - 5:00pm,complete,Olimpijski Stadion Asim FerhatoviÄ‡ Hase (Sarajevo),,Bosnia-Herzegovina,Iran,Milovan MilaÄiÄ‡,,0,3,0,3,0,2,2,0,0,0,,46;90+1,2,2,2,0,1,0,1,1,0,1,7,4,2,4,5,0,9,16,56,44,1,0.81
UEFA Euro Qualifiers,1605200400,Nov 12 2020 - 5:00pm,complete,Boris Paichadze Dinamo Arena (Tbilisi),,Georgia,North Macedonia,Anthony Taylor,,1.22,1.55,1.1,1.67,0,1,1,0,0,0,,56,3,5,2,0,3,0,0,2,0,3,10,7,5,2,5,5,13,12,57,43,1.28,0.81
African Cup of Nations Qualifiers,1605207600,Nov 12 2020 - 7:00pm,complete,Stade du 4 AoÃ»t,,Burkina,Malawi,,3,2,1.5,2,1.67,3,1,4,2,2,0,2;25;90,81,2,5,,,,,,,,,10,9,7,5,3,4,,,50,50,1.37,1.25
African Cup of Nations Qualifiers,1605207600,Nov 12 2020 - 7:00pm,complete,Stade Mustapha Tchaker,,Algeria,Zimbabwe,,3,3,2,2.33,1.33,3,1,4,2,2,0,31;43;67,80,3,5,0,0,0,0,0,0,0,0,13,9,7,4,6,5,18,14,61,39,2.06,1.51
African Cup of Nations Qualifiers,1605207600,Nov 12 2020 - 7:00pm,complete,,,Gabon,Gambia,,3,2,1.5,1.67,1.5,2,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Friendly,1605210300,Nov 12 2020 - 7:45pm,complete,Liberty Stadium (Swansea),,Wales,USA,Nick Walsh,,0,3,0.5,2.5,0,0,0,0,0,0,,,3,5,0,0,3,0,0,0,0,3,5,7,3,3,2,4,7,21,34,66,0.94,1.49
UEFA Euro Qualifiers,1605210300,Nov 12 2020 - 7:45pm,complete,Stadion Rajko MitiÄ‡ (Beograd),,Serbia,Scotland,Antonio Miguel Mateu Lahoz,,1.89,1.45,1.8,1.42,1,1,2,0,0,0,90,52,9,4,2,0,1,0,1,1,1,0,15,10,5,5,10,5,9,13,53,47,1.71,1.3
UEFA Euro Qualifiers,1605210300,Nov 12 2020 - 7:45pm,complete,PuskÃ¡s ArÃ©na (Budapest),,Hungary,Iceland,BjÃ¶rn Kuipers,,1.67,2,1.8,1.83,2,1,3,1,0,1,88;90+2,11,9,3,1,0,2,0,0,1,1,1,13,11,7,7,6,4,14,17,63,37,1.73,1.47
UEFA Euro Qualifiers,1605210300,Nov 12 2020 - 7:45pm,complete,Windsor Park (Belfast),,Northern Ireland,Slovakia,Felix Brych,,1.56,1.56,1.4,1.7,1,2,3,1,0,1,87,"17,110",6,1,1,0,2,0,0,1,0,2,10,6,6,2,4,4,11,12,56,44,1.74,0.81
Friendly,1605211200,Nov 12 2020 - 8:00pm,complete,Wembley Stadium (London),,England,Republic of Ireland,Carlos Del Cerro Grande,,3,0,3,0,3,0,3,2,2,0,18;31;56,,12,2,0,0,0,0,0,0,0,0,21,5,6,3,15,2,11,11,63,37,2.33,0.69
FIFA World Cup Qualifiers,1605211200,Nov 12 2020 - 8:00pm,complete,Estadio Hernando Siles (La Paz),,Bolivia,Ecuador,Wilton Pereira Sampaio,3,0,1.5,0.25,2.25,2,3,5,1,1,0,37;60,46;55;88,4,6,2,0,2,0,1,1,2,0,20,14,7,7,13,7,11,10,41,59,2.01,1.66
FIFA World Cup Qualifiers,1605225600,Nov 13 2020 - 12:00am,complete,Estadio Alberto JosÃ© Armando (Ciudad de Buenos Aires),,Argentina,Paraguay,Raphael Claus,3,3,2,2.5,1.5,1,1,2,2,1,1,41,21,7,2,2,0,4,0,1,1,1,3,17,7,7,3,10,4,9,16,67,33,2.12,0.8
Friendly,1605265200,Nov 13 2020 - 11:00am,complete,Bangabandhu National Stadium (Dhaka),,Bangladesh,Nepal,,,0,0,2,0.5,2,0,2,1,1,0,10;80,,4,7,2,0,1,0,0,2,0,1,8,8,4,4,4,4,,,43,57,0.97,1.01
Friendly,1605276900,Nov 13 2020 - 2:15pm,complete,Merkur Arena (Graz),,Japan,Panama,Chiristian-Petru Ciochirca,,2,3,1.75,1.5,1,0,1,0,0,0,61,,4,5,2,0,2,1,0,2,1,2,14,11,7,5,7,6,,,51,49,1.83,1.3
African Cup of Nations Qualifiers,1605283200,Nov 13 2020 - 4:00pm,complete,Stade GÃ©nÃ©ral Seyni KountchÃ©,,Niger,Ethiopia,,3,0,1.5,0.67,1.5,1,0,1,0,0,0,73,,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1605283200,Nov 13 2020 - 4:00pm,complete,,,Nigeria,Sierra Leone,,3,3,0.5,2.33,0.8,4,4,8,5,4,1,4;21;27;29,41;72;80;86,3,3,0,0,0,0,0,0,0,0,12,8,7,5,5,3,13,17,62,38,1.75,1.12
Friendly,1605286800,Nov 13 2020 - 5:00pm,complete,BSFZ-Arena (Maria Enzersdorf),,Costa Rica,Qatar,Sebastian Gishamer,,0,0,0.25,0.33,1,1,2,1,0,1,67,42,4,1,2,0,1,0,1,1,0,1,9,7,6,3,3,4,15,10,50,50,1.48,1
African Cup of Nations Qualifiers,1605294000,Nov 13 2020 - 7:00pm,complete,Stade 26 Mars,,Mali,Namibia,,3,2,1.5,2.17,1.5,1,0,1,1,1,0,33,,6,4,0,0,0,0,0,0,0,0,20,6,5,0,15,6,20,20,59,41,2.11,0.75
African Cup of Nations Qualifiers,1605294000,Nov 13 2020 - 7:00pm,complete,Stade Mohamed V,,Morocco,Central African Republic,,3,2,1.5,2.33,0.67,4,1,5,4,3,1,10;31;33;64,25,5,1,0,0,0,0,0,0,0,0,7,3,6,2,1,1,16,9,59,41,1.47,0.7
African Cup of Nations Qualifiers,1605294000,Nov 13 2020 - 7:00pm,complete,Stade Olympique de RadÃ¨s,,Tunisia,Tanzania,,3,3,1.5,2.67,1.17,1,0,1,1,1,0,18,,7,1,0,0,0,0,0,0,0,0,19,4,10,0,9,4,10,7,63,37,2.52,0.47
African Cup of Nations Qualifiers,1605294000,Nov 13 2020 - 7:00pm,complete,,,South Africa,Sao Tome and Principe,,3,1.5,1.5,1.67,0.75,2,0,2,0,0,0,55;90,,5,5,0,0,0,0,0,0,0,0,12,5,5,0,7,5,10,19,66,34,1.83,0.74
FIFA World Cup Qualifiers,1605299400,Nov 13 2020 - 8:30pm,complete,Estadio Metropolitano Roberto MelÃ©ndez (Barranquilla),,Colombia,Uruguay,Fernando Rapallini,3,2,1.5,1,1.5,0,3,3,1,0,1,,5;54;73,6,1,4,1,1,0,1,4,0,1,12,8,3,5,9,3,15,18,59,41,1.44,1.07
FIFA World Cup Qualifiers,1605308400,Nov 13 2020 - 11:00pm,complete,Estadio Nacional Julio MartÃ­nez PrÃ¡danos (Santiago de Chile),,Chile,Peru,Esteban Ostojich,3,0.5,0.5,1,0.25,2,0,2,2,2,0,20;35,,2,7,2,0,2,0,1,1,0,2,11,10,6,5,5,5,13,16,46,54,1.36,1.34
FIFA World Cup Qualifiers,1605313800,Nov 14 2020 - 12:30am,complete,EstÃ¡dio CÃ­cero Pompeu de Toledo (Morumbi) (SÃ£o Paulo- SÃ£o Paulo),,Brazil,Venezuela,Juan Gabriel BenÃ­tez,3,3,0,3,0.75,1,0,1,0,0,0,67,,7,2,1,0,3,0,1,0,1,2,16,6,7,2,9,4,13,12,70,30,1.98,0.62
UEFA Nations League,1605362400,Nov 14 2020 - 2:00pm,complete,Ta'Qali National Stadium (Ta'Qali),,Malta,Andorra,PetÃ¡r Kralovic,5,1.25,0.5,1.5,0.33,3,1,4,1,0,1,55;58;90+3,3,5,1,1,0,2,0,0,1,1,1,8,4,3,2,5,2,13,23,61,39,1.12,0.58
UEFA Nations League,1605362400,Nov 14 2020 - 2:00pm,complete,Stadio Olimpico di Serravalle (Serravalle),,San Marino,Gibraltar,Kateryna Monzul,5,0.33,3,0.5,2,0,0,0,0,0,0,,,3,7,1,1,3,0,0,2,1,2,5,10,4,4,1,6,13,14,34,66,0.72,1.34
African Cup of Nations Qualifiers,1605369600,Nov 14 2020 - 4:00pm,complete,,,Benin,Lesotho,,3,1.5,0.5,1.4,0.5,1,0,1,1,1,0,24,,4,1,,,,,,,,,11,2,5,2,6,0,,,58,42,1.71,0.77
Friendly,1605371400,Nov 14 2020 - 4:30pm,complete,Prince Faisal bin Fahd Stadium (Ar-RiyÄá¸ (Riyadh)),,Saudi Arabia,Jamaica,,,0,3,1.5,2,3,0,3,2,2,0,10;44;77,,5,4,2,0,3,0,2,0,2,1,7,4,6,2,1,2,12,9,52,48,1.25,0.73
UEFA Nations League,1605373200,Nov 14 2020 - 5:00pm,complete,Stadion Ivan Laljak-IviÄ‡ (ZapreÅ¡iÄ‡),,Azerbaijan,Montenegro,Sergey Ivanov,5,1,2.25,1,2.17,0,0,0,0,0,0,,,6,2,4,0,2,1,2,2,2,1,7,6,4,3,3,3,16,8,53,47,1.14,0.9
UEFA Nations League,1605373200,Nov 14 2020 - 5:00pm,complete,Neo GSP (NicosÃ­a (LevkosÃ­a)),,Cyprus,Luxembourg,Mattias Gestranius,5,0.25,2.25,0.67,1.67,2,1,3,2,1,1,34;70,5,4,2,5,0,1,1,4,1,2,0,10,7,5,4,5,3,22,11,48,52,1.24,1.07
UEFA Nations League,1605373200,Nov 14 2020 - 5:00pm,complete,Daugavas StadionÄ (RÄ«ga (Riga)),,Latvia,Faroe Islands,Nikola DabanoviÄ‡,5,0.75,2.5,1.17,2,1,1,2,0,0,0,59,60,4,4,2,0,1,0,0,2,0,1,5,8,4,4,1,4,15,12,50,50,0.84,1.17
African Cup of Nations Qualifiers,1605380400,Nov 14 2020 - 7:00pm,complete,Stade des Martyrs de la PentecÃ´te,,Congo DR,Angola,,3,1,0,1.5,0.67,0,0,0,0,0,0,,,4,2,0,0,0,0,0,0,0,0,8,8,2,2,6,6,31,12,55,45,1.22,0.92
African Cup of Nations Qualifiers,1605380400,Nov 14 2020 - 7:00pm,complete,Cairo International Stadium,,Egypt,Togo,,3,1,0.5,2,0.33,1,0,1,0,0,0,54,,2,1,0,0,0,0,0,0,0,0,5,6,3,2,2,4,14,14,59,41,1.27,1.15
UEFA Nations League,1605383100,Nov 14 2020 - 7:45pm,complete,EstÃ¡dio do Sport Lisboa e Benfica (da Luz) (Lisboa),,Portugal,France,Tobias Stieler,5,2.5,2.5,2.17,2.67,0,1,1,0,0,0,,53,8,4,1,0,3,0,1,0,0,3,14,8,7,5,7,3,14,17,51,49,1.77,1.18
UEFA Nations League,1605383100,Nov 14 2020 - 7:45pm,complete,Friends Arena (Solna),,Sweden,Croatia,Daniel Siebert,5,0,0.75,0.5,0.5,2,1,3,2,2,0,36;45+2,81,4,4,1,0,2,0,0,1,1,1,10,5,6,4,4,1,5,14,48,52,1.44,0.96
UEFA Nations League,1605383100,Nov 14 2020 - 7:45pm,complete,Red Bull Arena (Leipzig),,Germany,Ukraine,Ovidiu HaÈ›egan,5,1.5,1.5,1.5,1,3,1,4,3,2,1,23;33;64,12,9,2,1,0,1,0,1,0,1,0,12,3,4,2,8,1,10,12,58,42,1.55,0.61
UEFA Nations League,1605383100,Nov 14 2020 - 7:45pm,complete,St. Jakob-Park (Basel),,Switzerland,Spain,William Collum,5,0.5,1.75,1,1.83,1,1,2,1,1,0,26,89,2,10,3,1,0,0,1,3,0,0,7,14,4,7,3,7,15,11,30,70,0.87,1.9
Friendly,1605384000,Nov 14 2020 - 8:00pm,complete,Wiener NeustÃ¤dter Stadion (Wiener Neustadt),,Mexico,South Korea,Harald Lechner,,2.33,0,2.6,1.5,3,2,5,1,0,1,67;69;70,20;87,6,7,1,0,2,0,0,1,1,1,8,3,5,3,3,0,,,50,50,0.93,0.41
